enrollment_id,employee_id,expected_exception_type,expected_severity,expected_business_impact
ENR000024597,EE0006783,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024616,EE0006790,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024621,EE0006791,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024622,EE0006791,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024631,EE0006793,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024660,EE0006802,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024670,EE0006804,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024702,EE0006815,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024721,EE0006819,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024732,EE0006821,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024738,EE0006825,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024778,EE0006838,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024781,EE0006838,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000024809,EE0006845,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024833,EE0006851,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024841,EE0006855,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024958,EE0006885,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000024979,EE0006890,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024980,EE0006890,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025010,EE0006898,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025040,EE0006906,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025045,EE0006907,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000025059,EE0006910,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025065,EE0006913,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025120,EE0006926,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025124,EE0006927,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025140,EE0006932,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025163,EE0006938,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025165,EE0006939,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025172,EE0006940,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025211,EE0006949,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025253,EE0006961,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025308,EE0006978,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000025316,EE0006979,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025338,EE0006987,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025365,EE0006993,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025416,EE0007005,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025435,EE0007010,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025480,EE0007024,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025487,EE0007025,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000025495,EE0007027,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025514,EE0007032,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025516,EE0007032,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025530,EE0007037,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000025559,EE0007045,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025597,EE0007057,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000025602,EE0007058,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025631,EE0007067,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025642,EE0007070,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025662,EE0007075,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025665,EE0007076,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025703,EE0007087,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025711,EE0007088,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000025745,EE0007098,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025786,EE0007107,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000025787,EE0007107,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000025870,EE0007130,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025875,EE0007131,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025924,EE0007146,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025937,EE0007149,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000025958,EE0007154,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025961,EE0007155,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000025964,EE0007156,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026037,EE0007173,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026078,EE0007183,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026088,EE0007186,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026091,EE0007188,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026092,EE0007188,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026118,EE0007194,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000026126,EE0007196,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000026157,EE0007206,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026164,EE0007207,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026168,EE0007208,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026170,EE0007209,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000026224,EE0007226,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026260,EE0007237,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026267,EE0007238,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000026283,EE0007244,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026312,EE0007251,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026332,EE0007258,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026342,EE0007260,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026363,EE0007268,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000026382,EE0007274,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026412,EE0007283,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026425,EE0007286,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026487,EE0007307,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026510,EE0007312,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026527,EE0007316,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026548,EE0007323,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000026554,EE0007325,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026582,EE0007333,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026621,EE0007344,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026649,EE0007350,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026662,EE0007353,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026686,EE0007363,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000026718,EE0007371,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000026730,EE0007374,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026764,EE0007382,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026769,EE0007383,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026815,EE0007394,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026824,EE0007396,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026829,EE0007397,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000026845,EE0007402,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026927,EE0007426,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026981,EE0007442,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000026990,EE0007445,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000027049,EE0007459,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027095,EE0007472,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027146,EE0007484,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027168,EE0007491,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027224,EE0007507,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027225,EE0007507,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027265,EE0007516,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027287,EE0007523,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027291,EE0007525,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027309,EE0007531,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027316,EE0007532,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027347,EE0007541,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027357,EE0007543,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027365,EE0007545,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027418,EE0007560,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027440,EE0007565,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027454,EE0007569,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000027457,EE0007569,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027459,EE0007570,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027502,EE0007580,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027504,EE0007581,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027514,EE0007583,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027517,EE0007583,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027523,EE0007585,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027538,EE0007588,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027540,EE0007588,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027541,EE0007589,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027546,EE0007590,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027547,EE0007590,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027588,EE0007600,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000027595,EE0007603,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027625,EE0007613,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027641,EE0007620,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000027655,EE0007623,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000027657,EE0007623,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000027664,EE0007624,MISSING_ELIGIBILITY,High,Requested coverage was not established.
